pos	word	meaning
動詞	is	〔he, she, it や単数名詞等とともに使って〕 1. ～です、～だ、～である / 2. 〔there, here とともに使って〕（～に）…がいる［ある］
動詞	join	1. ～に加わる、参加する / 2. ～をつなぐ
動詞	judge	(物のよしあしを)判断する
動詞	jump	とぶ、とび超える、はねる
動詞	keep	1. (法律・慣習・命令など)を守る、保存する、保つ、しまっておく / 2. ～をもち続ける、ずっと～である、～している
動詞	kick	～を蹴る
動詞	kid	からかう、冗談を言う
動詞	kill	～を殺す
動詞	knit	編む、編み物をする
動詞	knock	ノックする、たたく
動詞	know	～を知っている、わかる
動詞	land	着陸する
動詞	last	続く
動詞	laugh	笑う
動詞	lay	(卵を)産む
動詞	lead	指揮をする、先頭に立つ
動詞	learn	1. ～を学ぶ、習う、覚える / 2. 知る、聞く
動詞	leave	1. ～を出発する、出る、去る / 2. ～を残す、～を置いていく / 3. （学校・仕事など）をやめる
動詞	lend	～を貸す
動詞	let's	（let us を短くした形）～しましょう
動詞	lie	（人・動物が）横たわる、横になる
動詞	lift	持ち上げる
動詞	like	～を好む、～が好きだ
動詞	listen	〔listen to ～ の形で〕 ～を聞く、耳を傾ける
動詞	live	1. 住んでいる、暮らしている、生活する / 2. 生きる、生きている
動詞	locate	(何かをある場所に)置く、be　located in ～で　～に位置する、、～にある
動詞	lock	lock up~で　～を閉じ込める、監禁する
動詞	look	1. （意識的に）見る 〔look at ～ の形で〕～を見る / 2. 〔look + 形容詞の形で〕　（外見が）～に見える / 3. 〔look for ～ の形で〕～をさがす / 4. 《人の注意をひくときに使って》 ねぇ、ほら見て
動詞	lose	1. ～を失う　[lose one's wayの形で]道に迷う / 2. (勝負に）負ける
動詞	love	1. ～を愛する、～が大好きである / 2.　〔I would love to do ～の形で〕～したいと思う
動詞	make	1. ～を作る / 2. ～を…にする　〔make A B の形で〕 Ａ［人・ものなど］をＢにする　〔ただし A＝B の関係が成り立たない場合は、「ＡにＢを作ってあげる」の意味になる〕 / 3. 〔動作を表す名詞を目的語として〕～をする　〔たとえば make a wish の形で〕 願いごとをする / 4. ～を得る、作る　〔たとえば make friends （with ～) の形で〕 (～と）仲良しになる / 5. ～を整える、用意する 〔たとえば make tea の形で〕 お茶を入れる / 6.［たとえばmake A of Bの形で］BでAを作る / 7.［たとえばmake A from Bの形で］BからAを作る / 8.［たとえばmake A into Bの形で］AでBを作る / 9.～をもたらす、生じさせる
動詞	manage	どうにかやっていく、なんとかうまく～する
動詞	marry	結婚する
動詞	mean	1. ～を意味する、表す / 2. ～のつもりで言う、～をさして言う
動詞	meet	1.～に会う、面会する / 2.～と知り合いになる
動詞	melt	溶ける
動詞	miss	1.　乗りそこなう、取り［見・聞き］そこなう､欠席する / 2.　～がいなくてさびしく思う
動詞	mistake	～を間違える　［mistake A for Bの形で］AをBと間違える
動詞	mix	～を混ぜる
動詞	move	1. 動く、移動する / 2. ～を感動させる / 3.引っ越す
動詞	name	〔name A B の形で〕ＡをＢと名づける、呼ぶ
動詞	need	～が必要である　　[need to～の形で］～する必要がある
動詞	nod	うなずく
動詞	notice	気がつく
動詞	open	1. あける、広げる / 2. 開く、あく / 3. 開始する
動詞	order	命ずる、注文する
動詞	organize	組織する、準備する
動詞	overcome	打ち勝つ、乗り越える
動詞	package	(製品など)(…で）包装する
動詞	paint	(絵の具で絵)をかく
動詞	panic	うろたえる、あわてふためく
動詞	pardon	～を許す 〔Pardon me?の形で〕 すみませんが、もう一度言ってください。
動詞	park	(自動車）をとめておく､駐車する
動詞	pass	1. ～を手渡す､回す / 2. ～経過する / 3. 通り過ぎる、通る
動詞	pay	支払う、払う
動詞	perform	演じる、演奏する
動詞	photograph	写真を撮る
動詞	pick	1. ～を摘む、つみ取る / 2. ～を選ぶ / 3. 〔pick up ～ の形で〕～を拾い上げる、～を車で迎えに行く
動詞	place	置く、並べる
動詞	plan	～を計画する
動詞	plant	～を植える
動詞	play	1. (スポーツ・ゲームなど)をする / 2. (曲・楽器など)を演奏する / 3. 遊ぶ / 4. ～（の役）を演じる
動詞	point	指さす､さし示す
動詞	post	（ウエブ上に写真などを）投稿する、投函する
動詞	practice	（～を）練習する
動詞	pray	祈る
動詞	prefer	（～のほうを）好む、選ぶ
動詞	prepare	準備をする
動詞	produce	～を産み出す、生産する
動詞	protect	～を守る、保護する
動詞	pull	～を引く
動詞	punish	罰する
動詞	push	～を押す
動詞	put	～を置く、つける　 　〔過去形、過去分詞形も put〕
動詞	quit	やめる、去る　〔過去形、過去分詞形もquit〕
動詞	quiz	～に簡単なテストを行う、～に質問する
動詞	rain	雨が降る 　〔it が主語になる〕
動詞	raise	1.～を上げる　 　〔たとえば Raise your hand. の形で〕 手を上げなさい / 2. （子どもを）育てる
動詞	read	～を読む 〔発音は ［ri:d］〕
動詞	realize	実感する、理解する
動詞	receive	～を受け取る、もらう
動詞	recognize	～を認める、評価する
動詞	recycle	～を再生する、～を再利用する
動詞	reduce	～を小さくする、下げる、減らす
動詞	relax	くつろぐ、リラックスする
動詞	release	〔ＣＤ／レコードを〕発売する
動詞	remain	残る、とどまる
動詞	remember	～を思い出す、覚えている、忘れない
動詞	remind	思い出させる、気づかせる
動詞	remove	～を取りはずす、～を取り除く、～をかたづける
動詞	reply	～と答える
動詞	report	～を報告する、報道する
動詞	rescue	救い出す、救助する
動詞	respect	～を尊敬する、～を大切にする
動詞	respond	こたえる
動詞	rest	休む、横になる
動詞	return	帰る、戻る
動詞	reuse	～を再利用する
動詞	ride	～に乗る
動詞	ring	鳴る　〔過去形rang〕
動詞	rise	（太陽などが）のぼる
動詞	roll	巻く、くるむ
動詞	rule	～を支配する、統治する
動詞	run	1. (人・動物が）走る　　〔過去分詞もrun〕 / 2. ～を経営する / 3. （川などが）流れる
動詞	save	1. (危害・困難などから人・物・自然など)を救う / 2. (エネルギー･時間など)を節約する、無駄にしない
動詞	say	1. 〔人が主語で〕～と言う / 2. 〔物が主語で〕～と書いてある、示している
動詞	scare	～を怖がらせる
動詞	score	〔競技、試験などで～点を〕取る、得点する
動詞	search	さがす 〔search for ～で〕～をさがす
動詞	see	1. ～を見る、見物する / 2. ～が見える / 3. ～が分かる、理解する / 4. ～に会う
動詞	seem	～のように見える、～のように思われる
動詞	select	選ぶ、選択する
動詞	sell	～を売る
動詞	send	～を送る
動詞	sent	〔sendの過去形、過去分詞形〕
動詞	separate	～を分ける
動詞	set	～を準備する
動詞	shake	～を振る
動詞	share	いっしょに使う、共有する、互いに分け合う
動詞	she	彼女は［が］、あの女の人は［が］、あの女の子は［が］
動詞	shine	光る、輝く
動詞	shock	ショックを与える
動詞	shoot	～を撃つ
動詞	shop	買い物をする　〔例えば go shopping の形で〕 買い物に行く
動詞	shout	～と叫ぶ、大声で言う
動詞	show	1. ～を見せる、示す、教える 〔show A B の形で〕ＡにＢを見せる / 2. ～を案内する
動詞	shut	～を閉める、閉まる 　〔過去形、過去分詞形もshut〕
動詞	sigh	ため息をつく
動詞	sing	（～を）歌う
動詞	sit	すわる、腰をおろす
動詞	skate	スケートですべる、スケートをする
動詞	sleep	眠る
動詞	smell	～のにおいがする
動詞	smile	ほほえむ、にっこり笑う、微笑する
動詞	solve	～を解決する
動詞	sort	～を分類する、えり分ける
動詞	sound	～に聞こえる、～に思われる
動詞	speak	(ことば)を話す、話をする
動詞	spell	(文字など)をつづる
動詞	spend	1. (お金）を使う、費やす / 2. (時間・日など) を過ごす、送る
動詞	spread	広がる
動詞	stand	1. 立っている / 2. 立つ / 3.我慢する､耐える
動詞	start	1. 始まる 〔自動詞〕 / 2. ～を始める 〔他動詞〕
動詞	stay	1. (場所に)とどまる / 2. 滞在する、泊まる
動詞	step	（一歩・少し）歩む
動詞	stop	1. とまる 〔自動詞〕 / 2. ～をやめる、とめる 〔他動詞〕
動詞	strive	懸命に努力する
動詞	study	～を勉強する、調べる、研究する
動詞	suffer	苦しむ
動詞	suggest	提案する
動詞	support	(人や考え)を支持する、支援する
動詞	surf	サーフィン〔波乗り〕をする
動詞	surprise	～を驚かす、びっくりさせる　 〔be surprised at ～ の形で〕 (知らせなど)に驚いている
動詞	surround	～を囲む、取り巻く
動詞	survive	生き残る
動詞	swallow	～をごくりと飲み込む
動詞	swim	泳ぐ
動詞	take	1. (時間、労力)がかかる / 2. ～を持っていく、連れて行く / 3. (乗り物)に乗る、乗っていく / 4. (写真)をとる / 5. 買う / 6. 服用する / 7. ～をする、行う　〔take a bathの形で〕風呂に入る / 8. （試験、授業などを）受ける / 9. 持って行く、持ち去る / 10. 受け取る
動詞	talk	話す、話をする
動詞	taste	1. 味わう、食べる / 2. （～の）味がする
動詞	teach	～を教える　 〔teach A B の形で〕 ＡにＢを教える
動詞	tell	1. ～に話す、～を話す、教える　〔tell Ａ Ｂの形で〕 Ａ［人］にＢ［ものごとなど］を話す / 2. 〔tell Ａ to do ～の形で〕 Ａ［人］に～するように言う
動詞	thank	～に感謝する
動詞	think	～と考える、思う
動詞	touch	～にさわる、触れる
動詞	train	1. ～を訓練する / 2. 練習する
動詞	translate	～を翻訳する、訳す
動詞	trap	～をわなで捕まえる、閉じこめる
動詞	travel	旅する、移動する
動詞	trust	～を信頼する
動詞	try	～をやってみる、挑戦する、ためしてみる、(try to～の形で）～しようとする
動詞	turn	1. 曲がる、向きを変える / 2. 回る、回転する / 3. 回す、ひねる
動詞	understand	～を理解する、～がわかる
動詞	unplug	（～の）プラグを（コンセントから）抜く
動詞	upset	気を動転させる、うろたえさせる
動詞	use	～を使う
動詞	visit	1. (場所、人など)をおとずれる / 2. (ウェブサイトなど)をおとずれる
動詞	wait	待つ　　〔wait for ～の形で〕～を待つ
動詞	wake	〔wake you up〕あなたを起こす
動詞	walk	1. 歩く、歩いて行く［来る］ / 2. 散歩させる
動詞	want	1. ～がほしい / 2. 〔want to do ～の形で〕 ～したい / 3. 〔want A to do ～の形で〕 Ａ［人］に～してほしい
動詞	wash	～を洗う
動詞	watch	1. (注意して、動いているもの)を見る / 2. ～見はる
動詞	water	～に水をやる
動詞	wear	～を着ている、身につけている
動詞	welcome	歓迎する
動詞	whisper	（～と）ささやく、ひそひそ声でで言う
動詞	whistle	口笛を吹く、口笛を吹くように鳴く
動詞	win	勝つ、～を勝ち取る
動詞	wish	～を願う、望む　〔たとえば I wish you a happy new year.の形で〕新年おめでとう
動詞	wonder	（～する）かしら（と思う）、～かどうかを知りたいと思う
動詞	work	1. 働く、勉強する / 2. うまくいく、機能する、作動する、動く
動詞	worry	心配する、悩む
動詞	wrap	包む、包装する
動詞	write	～を書く
助動詞	am	1. 〔現在進行形やbe going to do ～の形で用いる〕 / 2. 〔受け身の文を作る〕
助動詞	are	1. 〔現在進行形やbe going to do ～の形で用いる〕 / 2. 〔受け身の文を作る〕
助動詞	be	1. 〔進行形 (be+doing) や be going to do ～の形で用いる〕 / 2. 〔受け身(be+ 過去分詞) の形で用いる〕
助動詞	can	1. ～できる、～してもよい / 2. 《許可を表して》 〔Can I ～? の形で〕 ～してもよいですか / 3. 《依頼を表して》 〔Can you～? の形で〕 ～してくれますか / 4. よく～である、～でありうる
助動詞	cannot	～できない
助動詞	could	〔can の過去形〕 / 1. 《ていねいな依頼として》 〔Could you ～? の形で〕 ～していただけませんか / 2. 《能力・可能を表して》 ～することができた
助動詞	did	〔doの過去形で、疑問文や否定文を作るのに使う〕
助動詞	do	1. 〔疑問文と応答に用いる〕 / 2. 〔否定文に用いる〕 / 3. 〔否定の命令文を作る〕 / 4. 〔前に出た動詞句をくり返す代わりに用いる〕 / 5. [付加疑問文で]　(～は…する)ね。
助動詞	does	〔主語が3人称単数の時の do の形で、疑問文や否定文を作るのに使う〕
助動詞	has	〔現在完了の文において、主語が３人称単数の時の has の形で、疑問文や否定文を作るのに使う〕
助動詞	have	1. 〔have＋過去分詞の形で〕 《ある動作や状態が、過去から現在までずっと続いていることを表して》 ずっと～している、ずっと～だ / 2. 〔have＋過去分詞の形で〕 《ある動作や状態が終わったこと、またそれが終わった今の状態を示して》 （ちょうど）～したところだ、（もう、すでに）～してしまった / 3. 〔have＋過去分詞の形で〕 《過去から現在までにした経験を表して》 ～したことがある
助動詞	is	1. 〔現在進行形やbe going to do～ の形で用いる〕 / 2. 〔受け身の文を作る〕
助動詞	may	1. ～かもしれない、することがある / 2. 〔May I ～? の形で〕 ～してもよいですか
助動詞	must	1.～しなければならない / 2.～に違いない / 3. (must notの形で)～してはならない
助動詞	shall	《相手の意思をたずねて》　〔Shall I do ～ ?の形で〕 (私が）～しましょうか　　《Weの中に相手を含め、相手の意思をたずねて》　〔Shall we do ～?〕　(私たちは）～しましょうか
助動詞	should	～したほうがよい、～すべきである
助動詞	shouldn't	〔should notの短縮形〕～するべきではない
助動詞	will	1. 《意思未来を表して》 ～するつもりである / 2. 《単純未来を表して》 ～でしょう / 3. 《習性・真理・必然性を表して》 ～するものだ、決まって～する
助動詞	would	1. 〔would like to do～ の形で〕～したいと思う / 2. 〔Would you like ～? の形で〕～はいかがですか / 3. [Would you～？の形で]～してくださいますか？ / 4. [過去の否定文で]どうしても～しようとしなかった
形容詞	able	〔be able toの形で〕 ～することができる
形容詞	afraid	1. 〔be afraid of ～ の形で〕 ～をおそれる、こわがる、心配する / 2. 〔I am afraid ～の形で〕　残念ですが［すみませんが］ ～（と思います）
形容詞	African-American	アフリカ系アメリカ人の
形容詞	all	1. 全～、～全体 / 2. 全ての、あらゆる
形容詞	alone	ただ１人の
形容詞	amazing	驚くべき、目を見張らせる
形容詞	American	アメリカ人の、アメリカの
形容詞	ancient	古代の
形容詞	angry	怒った、腹を立てた
形容詞	another	1. もう１つの / 2. 別の、異なった、ほかの
形容詞	any	1. 〔疑問文で〕 何か（の）、少しでも / 2. 〔肯定文で〕 どのような～でも　　 / 3. 〔否定文で〕 少しも、だれも、何も（～ない）
形容詞	artificial	人工の
形容詞	atomic	原子（力）の　〔atomic bombで〕原子爆弾、原爆
形容詞	bad	1. 悪い / 2. 〔That's too bad. の形で〕 残念だ。お気の毒に。
形容詞	beautiful	美しい、きれいな、すばらしい
形容詞	best	1. 〔goodの最上級〕最もよい / 2. 〔（With) Best wishesの形で〕
形容詞	better	〔good, well (具合がよい）の比較級として〕 よりよい、より優れた、より具合［体の状態］がよい、より上手な
形容詞	big	1. 大きい / 2. （程度が）すごい、大～ 〔たとえば a big fan の形で〕 大ファン
形容詞	billion	10億の
形容詞	black	黒い、黒人の
形容詞	blind	目の不自由な
形容詞	blue	1. 青い / 2. 青ざめた、ゆううつな
形容詞	boring	たいくつな
形容詞	brave	勇敢な
形容詞	bright	かがやいている、明るい
形容詞	British	英国（人）の、イギリス（人）の
形容詞	brown	茶色の
形容詞	busy	忙しい
形容詞	capital	大文字の
形容詞	careful	注意深い、慎重な
形容詞	cheap	安い、安っぽい
形容詞	cheerful	（生活などが）明るい、快活・陽気な
形容詞	Chinese	中国の、中国人の、中国語の
形容詞	classic	古典的な、代表的な
形容詞	clean	きれいな、清潔な、クリーンな
形容詞	clear	1. 澄んだ、晴れた / 2. はっきりした、（話しの内容・事実など）明らかな
形容詞	clever	りこうな
形容詞	close	1. 近い、接近した、親密な、親しい / 2. 接戦の、互角の
形容詞	cloudy	曇りの
形容詞	cold	寒い、冷たい
形容詞	comic	喜劇の　〔comic storytelling で〕話芸
形容詞	common	ふつうの、よくある、ありふれた、平凡な
形容詞	convenient	便利な、使いやすい、好都合な
形容詞	cool	1. 涼しい / 2. かっこいい、すてきな
形容詞	crowded	混雑した、満員の
形容詞	cute	かわいい、かわいらしい
形容詞	daily	毎日の、日々の、日常の
形容詞	dangerous	危ない、危険な
形容詞	dark	1. （光がなくて）暗い / 2. （色が）濃い
形容詞	dead	死んだ、死んでいる
形容詞	dear	《手紙の書き出しとして》 ～様、拝啓、親愛なる
形容詞	deep	深い
形容詞	delicious	おいしい
形容詞	depressed	落胆した、元気をなくした
形容詞	different	1. さまざまな、いろいろな、別々の / 2. ちがった、異なる
形容詞	difficult	難しい、困難な
形容詞	displaced	故国を追われた、難民の
形容詞	down	元気のない
形容詞	dressed	服を着た　〔get dressed で〕服を着る
形容詞	each	それぞれの、各～
形容詞	early	早い
形容詞	eastern	東の、東部の、東方の
形容詞	easy	やさしい、簡単な
形容詞	efficient	効率のよい、能率的な
形容詞	eight	8つの
形容詞	eighteen	18の
形容詞	eighteenth	18番めの
形容詞	eighth	8番めの
形容詞	eighty	80の
形容詞	elderly	年配の、高齢の
形容詞	elementary	基本の、初級の
形容詞	eleven	11の
形容詞	eleventh	11番めの
形容詞	embarrassed	恥ずかしい、気まずい
形容詞	empty	からの、からっぽの
形容詞	English	英語の、英国の、イングランドの
形容詞	enough	十分な、必要なだけの、ちょうどいい数［量］の
形容詞	equal	平等な
形容詞	every	〔名詞の単数形につけて〕 どの～もみな、～ごとに、毎～
形容詞	excellent	非常に優れた、優秀な
形容詞	excited	わくわくした、興奮した
形容詞	exciting	とてもおもしろい、わくわくするような
形容詞	expensive	高価な
形容詞	fair	公正な
形容詞	famous	有名な
形容詞	fast	(速度が) 速い、短時間で終わる
形容詞	favorite	いちばん好きな、お気に入りの、大好きな
形容詞	fifteen	15の
形容詞	fifteenth	15番目の
形容詞	fifth	5番目の
形容詞	fifty	50の
形容詞	final	最後の、最終の
形容詞	fine	1. すばらしい / 2. 晴れた　 / 3. 元気な、調子のよい / 4. 結構な、構わない
形容詞	first	1番目の、最初の
形容詞	five	5つの
形容詞	fluffy	ふわふわした、柔らかい
形容詞	foreign	外国の
形容詞	former	以前の、前の、昔の
形容詞	forty	40の
形容詞	four	4つの
形容詞	fourteen	14の
形容詞	fourth	4番目の
形容詞	free	1. 自由な［で］ / 2. ひまな［で］、時間がある / 3. 無料の［で］
形容詞	French	フランスの、フランス人の、フランス語の
形容詞	fresh	新鮮な、新しい
形容詞	friendly	親しみのある、好意的な、友好的な
形容詞	full	いっぱいの
形容詞	funny	面白い、愉快な
形容詞	future	未来の、将来の
形容詞	glad	うれしい
形容詞	global	地球の,地球規模の、世界規模の
形容詞	gold	金の
形容詞	good	1. よい、すぐれた / 2. 行儀がよい / 3. おいしい / 4. りっぱな、正しい / 5. 十分な / 6. 〔Good morning.〕おはようございます / 7. 非常に親しい 〔a good friendの形で〕仲良し / 8. ためになる、よい / 9. 楽しい､愉快な / 10. 上手な、うまい、得意な　(特にbe good at ～の形で)
形容詞	gray	灰色の、ねずみ色の
形容詞	great	1. すばらしい、みごとな / 2. 《程度を示して》多大な、非常な、（びっくりするほど）大きい
形容詞	green	1. 緑（色）の / 2. 植物の生えた
形容詞	happy	1. 幸せな､うれしい､たのしい / 2. おめでとう 〔たとえば Happy New Year! 等の形で〕 新年おめでとう
形容詞	hard	1. 難しい、骨の折れる、困難だ / 2. つらい、耐えがたい、苦しい / 3. 一生懸命な / 4.固い
形容詞	Hawaiian	ハワイの,ハワイ人の,ハワイ語の
形容詞	heavy	重い
形容詞	helpful	役に立つ、助けになる
形容詞	high	1. （高さ・値段・程度・地位が）高い / 2. 高さが～で
形容詞	home	家庭の、家庭用の
形容詞	homesick	うちを恋しがる、故郷を慕う、ホームシックの
形容詞	hopeless	絶望した
形容詞	hot	1. 熱い / 2. 暑い
形容詞	huge	巨大な
形容詞	humid	蒸し暑い
形容詞	hundred	100の
形容詞	hungry	お腹がすいた、飢えた
形容詞	iced	〔飲みものが〕(氷で)冷やした
形容詞	important	重要な、重大な、大切な
形容詞	impossible	不可能な、ありえない
形容詞	impressive	印象的な、深い感動を与える
形容詞	Indian	インド(人）の
形容詞	industrial	産業の
形容詞	intense	激しい、厳しい、強烈な
形容詞	interested	興味をもった､関心がある　〔be interested in～の形で〕 ～に興味がある
形容詞	interesting	《人に知的な興味をあたえるような意味で》 おもしろい、興味深い
形容詞	international	国際的な、万国共通の
形容詞	Italian	イタリアの、イタリア人の
形容詞	itchy	かゆい
形容詞	Japanese	日本の、日本人の、日本語の
形容詞	junior	下級の、年下の
形容詞	kind	親切な、やさしい
形容詞	Korean	韓国・朝鮮（人）の、韓国・朝鮮語の
形容詞	large	（広くて）大きい
形容詞	last	1. 先～、昨～、（時間的に）この前の / 2. 最後の
形容詞	late	遅れた、遅刻した、遅い、最近の
形容詞	latest	最新の
形容詞	least	littleの最上級
形容詞	left	左の
形容詞	less	littleの比較級、より少ない
形容詞	light	1. 明るい / 2. 軽い
形容詞	limited	限られた、有限の
形容詞	little	1. 〔a little＋数えられない名詞で〕 (量が) 少しの、少量の / 2. 〔 a をつけないで〕 ほとんど～ない / 3. 小さい、かわいらしい / 4. 年少の、幼い / 5. ささいな
形容詞	living	生きている
形容詞	lonely	孤独な、さびしい
形容詞	long	1. (時間・長さ・距離が)長い / 2. 長さが～で
形容詞	loud	（声、音などが）大きい
形容詞	low	低い
形容詞	lucky	運のいい、ついている
形容詞	magic	手品の
形容詞	main	おもな、主要な
形容詞	majestic	荘厳な、堂々とした
形容詞	major	(他と比べて)大きな、主要な、重要な
形容詞	many	多くの、多数の
形容詞	memorial	記念の
形容詞	million	百万の
形容詞	missing	紛失した、行方不明の
形容詞	model	模型の
形容詞	more	1. もっと多くの 〔many, much の比較級〕 / 2. 〔しばしば数詞または some のあとで〕あと～の
形容詞	most	1. 最も多くの〔many, much の最上級〕 / 2. ほとんどの、たいていの
形容詞	much	1. (量が)多くの、たくさんの / 2. 〔How much～? の形で〕 いくら～か
形容詞	mysterious	ふしぎな、不可解な
形容詞	narrow	(幅が)せまい
形容詞	national	1. 国の、国民の / 2. 全国的な
形容詞	native	(国、言語などが)生まれたときからの
形容詞	natural	自然な、当然の、普通の
形容詞	naughty	いたずらな、わんぱくな
形容詞	necessary	必要な、なくてはならない
形容詞	nervous	緊張して、神経質な、ドキドキして、臆病な
形容詞	new	新しい、新任の、見慣れない
形容詞	next	次の、今度の
形容詞	nice	1. よい、すてきな / 2. 〔Nice to meet you. の形で〕 はじめまして / 3. （～に対して）親切な、優しい、思いやりがある
形容詞	nine	９つの
形容詞	nineteen	19の
形容詞	ninety	90の
形容詞	ninth	9番目の
形容詞	no	１人［１つ］も～ない、少しの～もない
形容詞	non-native	(話し手が）母語によらない
形容詞	northern	北部の
形容詞	OK	よくて､だいじょうぶで
形容詞	old	1. 古い､古くからの､昔の / 2. ～歳の(years oldの形で）､創立～年の / 3. 年をとった、年上の
形容詞	one	1. １つの､１人の / 2. ある～
形容詞	only	唯一の､ただ１つ［１人］の
形容詞	open	あいている、（店などが）営業中の［で］
形容詞	opposite	反対の
形容詞	ordinary	普通の
形容詞	original	独自の
形容詞	other	1. 〔the other～ の形で〕 《２つのものについて》 もう一方の～ 《３つ以上のものについて》 残りの～ / 2. ほかの、他の
形容詞	own	～自身の　 〔たとえば my own house の形で〕 私自身の家
形容詞	pale	顔色の悪い
形容詞	paralyzed	麻痺した
形容詞	peaceful	平和な、穏やかな
形容詞	perfect	完全な、完璧な
形容詞	personal	個人的な
形容詞	physically challenged	身体に障害のある
形容詞	pink	ピンク色（の）、もも色（の）
形容詞	plastic	プラスチック製の、ビニール製の
形容詞	playful	楽しげな、陽気な
形容詞	political	政治の、政治に関する
形容詞	poor	1. 貧しい / 2. かわいそうな、へたな / 3. 劣った、優れない
形容詞	pop	大衆的な
形容詞	popular	人気がある、流行している､大衆的な
形容詞	positive	積極的な、肯定的な、前向きな
形容詞	possible	可能な、実行できる
形容詞	powerful	力強い、迫力のある
形容詞	pretty	かわいい、きれいな、感じのよい
形容詞	professional	専門（職）の、プロの
形容詞	proud	〔be proud of ～の形で〕～に誇りを持っている
形容詞	public	公の、公共の
形容詞	purple	紫色（の）
形容詞	quick	すばやい、速い
形容詞	quiet	静かな
形容詞	rainy	雨の多い、雨降りの
形容詞	ready	準備ができている
形容詞	real	本当の、本物の
形容詞	red	赤い、赤色（の）、赤
形容詞	regular	正規の、レギュラーの
形容詞	renewable	〔renewable energy で〕再生可能エネルギー
形容詞	responsible	責任を負うべき
形容詞	return	帰りの
形容詞	rich	豊かな、金持ちの
形容詞	ridiculous	とんでもない、ばかげた
形容詞	right	1. 正しい / 2. 健康な、正常な / 3. 〔All right.の形で〕 よろしい、わかった / 4. 右の
形容詞	roast	焼いた、あぶった
形容詞	round	丸い
形容詞	runny	鼻水が出る
形容詞	sacred	神聖な
形容詞	sad	悲しい
形容詞	safe	安全な
形容詞	same	〔the same の形で〕 同じ、同一の
形容詞	scared	（～が）こわい　〔be scared of で〕～がこわい
形容詞	scary	これい
形容詞	second	第２の、２番めの
形容詞	senior	年上の、上級の
形容詞	serious	（病気などが）重い、重大な
形容詞	seven	7、７つの
形容詞	seventeen	17の
形容詞	seventeenth	17の番目の、１７日
形容詞	seventh	７番めの
形容詞	seventy	70、70の
形容詞	several	いくつかの
形容詞	severe	厳しい
形容詞	shiny	輝く、光る
形容詞	short	短い､背が低い
形容詞	shy	内気な、恥ずかしがりの
形容詞	sick	病気の［に］、気分が悪い
形容詞	silent	静かな、沈黙の
形容詞	similar	似ている
形容詞	simple	簡単な、わかりやすい
形容詞	single	たったひとつの
形容詞	six	6の
形容詞	sixteen	16の
形容詞	sixth	6番めの
形容詞	sixty	60の
形容詞	skillful	熟練した
形容詞	sleepy	ねむい、ねむそうな
形容詞	slow	ゆっくりとした、のろい、遅い
形容詞	small	小さい、小さな
形容詞	smart	利口な、賢い
形容詞	snowy	雪の多い、雪の降っている
形容詞	soft	柔らかい
形容詞	solar	太陽の、〔solar power で〕太陽エネルギー
形容詞	some	1. 一部の、中には～もいる［ある］ / 2. いくつかの、いくらかの
形容詞	sore	痛い、ヒリヒリする
形容詞	sorry	1. すまなく思って、残念に思って / 2. 〔疑問文で〕なんとおっしゃいましたか。
形容詞	southeastern	南東の、南東地方の
形容詞	southern	南の
形容詞	special	特別の、特殊な
形容詞	sport	スポーツ（用）の
形容詞	square	四角の、（面積の単位として）…平方
形容詞	stiff	かたい
形容詞	straight	まっすぐな
形容詞	strange	変な、変わった、なじみのない
形容詞	strong	強い
形容詞	successful	成功した
形容詞	such	そのような、このような
形容詞	sunny	晴れた、天気のよい
形容詞	sure	2. 確かな 〔I'm sure ～ の形で〕 ～を確信している
形容詞	surprised	びっくりした、おどろいた
形容詞	surprising	驚くべき、すばらしい
形容詞	sweet	1. (味が)甘い / 2. (音、香りなどが)美しい、心地よい
形容詞	tall	1. 高い、背の高い / 2. 〔高さを表す表現のあとに置いて〕 身長［高さ］が～で
形容詞	ten	10の
形容詞	tender	やさしい
形容詞	tenth	10番めの
形容詞	terrible	ひどい、恐ろしい、こわい
形容詞	Thai	タイの、タイ人の
形容詞	that	その、あの
形容詞	these	1. これらの / 2. 近頃の、〔these days で〕近頃、最近
形容詞	thin	やせた
形容詞	third	３番目の　　　〔third floor で〕３階
形容詞	thirsty	のどが渇いた
形容詞	thirteen	13の
形容詞	thirteenth	13番めの
形容詞	thirtieth	30番目（の）、30日
形容詞	thirty	30の
形容詞	this	1. この / 2.今の、今日の、今度の
形容詞	those	あれらの、それらの
形容詞	thousand	1000の
形容詞	three	3つの
形容詞	tired	1. つかれた / 2. あきた 〔be tired of ～の形で〕～にあきる
形容詞	tough	〔仕事などが〕困難な
形容詞	traditional	伝統的な
形容詞	traveling	巡業する、旅する
形容詞	true	ほんとうの、真実の
形容詞	twelfth	12番めの
形容詞	twelve	12の
形容詞	twentieth	20番目の
形容詞	twenty	20の
形容詞	twenty-eighth	28番目（の）、28日
形容詞	twenty-fifth	25番目（の）、25日
形容詞	twenty-first	21番目（の）、21日
形容詞	twenty-fourth	24番目（の）、24日
形容詞	twenty-second	22番目（の）、22日
形容詞	twenty-ninth	29番目（の）、29日
形容詞	twenty-seventh	27番目（の）、27日
形容詞	twenty-sixth	26番目（の）、26日
形容詞	twenty-third	23番目（の）、23日
形容詞	two	2つの
形容詞	two-year-old	2歳（の）
