ID	日本語文	指定動詞	パーツ	正答	タグ
grateful_3	私たちはご支援いただいた皆様に心より感謝申し上げます。	be grateful	support	We are deeply grateful to everyone for their support.	thank型/persuade型/prevent型|be_grateful_to人for～|v:be_grateful|文型:SVO+for|前置詞:to|前置詞:for
keep_1	仕事の忙しさが彼女の旅行を妨げた。	keep	busy work / traveling	Busy work kept her from traveling.	thank型/persuade型/prevent型|V人from-ing|v:keep|文型:SVO+from_-ing|前置詞:from
keep_2	その騒音が私の勉強を妨げた。	keep	noise / studying	The noise kept me from studying.	thank型/persuade型/prevent型|V人from-ing|v:keep|文型:SVO+from_-ing|前置詞:from
keep_3	雪が私たちが時間通りに到着するのを妨げた。	keep	snow / arriving / time	The snow kept us from arriving on time.	thank型/persuade型/prevent型|V人from-ing|v:keep|文型:SVO+from_-ing|前置詞:from
persuade_into_1	彼女はなんとか彼に契約書に署名させた。	persuade	signing / contract	She persuaded him into signing the contract.	thank型/persuade型/prevent型|V人into-ing|v:persuade|文型:SVO+into_-ing|前置詞:into
persuade_into_2	友人が私にボランティアプログラムに参加するよう説き伏せた。	persuade	friend / joining / volunteer program	My friend persuaded me into joining the volunteer program.	thank型/persuade型/prevent型|V人into-ing|v:persuade|文型:SVO+into_-ing|前置詞:into
persuade_into_3	彼らはなんとか社長にその提案を受け入れさせた。	persuade	president / accepting / proposal	They persuaded the president into accepting the proposal.	thank型/persuade型/prevent型|V人into-ing|v:persuade|文型:SVO+into_-ing|前置詞:into
persuade_out_1	彼女はなんとか彼にその危険な計画を試みることを諦めさせた。	persuade	attempting / dangerous plan	She persuaded him out of attempting the dangerous plan.	thank型/persuade型/prevent型|V人out_of-ing|v:persuade|文型:SVO+out_of_-ing|前置詞:out_of
persuade_out_2	友人が私に仕事を辞めることを思いとどまらせた。	persuade	friend / quitting / job	My friend persuaded me out of quitting my job.	thank型/persuade型/prevent型|V人out_of-ing|v:persuade|文型:SVO+out_of_-ing|前置詞:out_of
persuade_out_3	親は息子に大学を中退することを思いとどまらせた。	persuade	parents / son / dropping out / university	The parents persuaded their son out of dropping out of university.	thank型/persuade型/prevent型|V人out_of-ing|v:persuade|文型:SVO+out_of_-ing|前置詞:out_of
praise_1	先生は彼の努力を褒めた。	praise	teacher / effort	The teacher praised him for his effort.	thank型/persuade型/prevent型|V人for～|v:praise|文型:SVO+for|前置詞:for
praise_2	批評家たちはその映画の独創性を高く評価した。	praise	critics / originality / film	The critics praised the film for its originality.	thank型/persuade型/prevent型|V人for～|v:praise|文型:SVO+for|前置詞:for
praise_3	彼女は正直な対応を褒められた。	praise	honest response	She was praised for her honest response.	thank型/persuade型/prevent型|V人for～|v:praise|文型:SVO+for|前置詞:for
prevent_1	悪天候が私たちの外出を妨げた。	prevent	bad weather / going out	Bad weather prevented us from going out.	thank型/persuade型/prevent型|V人from-ing|v:prevent|文型:SVO+from_-ing|前置詞:from
prevent_2	その柵は子どもたちが川に近づくのを防いだ。	prevent	fence / children / approaching / river	The fence prevented the children from approaching the river.	thank型/persuade型/prevent型|V人from-ing|v:prevent|文型:SVO+from_-ing|前置詞:from
prevent_3	けがが彼の試合への出場を妨げた。	prevent	injury / playing / match	The injury prevented him from playing in the match.	thank型/persuade型/prevent型|V人from-ing|v:prevent|文型:SVO+from_-ing|前置詞:from
prohibit_1	法律はその地域での狩猟を人々に禁じている。	prohibit	law / people / hunting / area	The law prohibits people from hunting in the area.	thank型/persuade型/prevent型|V人from-ing|v:prohibit|文型:SVO+from_-ing|前置詞:from
prohibit_2	その規則は学生が携帯電話を使うことを禁じている。	prohibit	rule / students / using / phones	The rule prohibits students from using their phones.	thank型/persuade型/prevent型|V人from-ing|v:prohibit|文型:SVO+from_-ing|前置詞:from
prohibit_3	その条約は各国が核兵器を使用することを禁止している。	prohibit	treaty / countries / using / nuclear weapons	The treaty prohibits countries from using nuclear weapons.	thank型/persuade型/prevent型|V人from-ing|v:prohibit|文型:SVO+from_-ing|前置詞:from
punish_1	彼は規則を破ったことで罰せられた。	punish	breaking the rules	He was punished for breaking the rules.	thank型/persuade型/prevent型|V人for～|v:punish|文型:SVO+for|前置詞:for
punish_2	親は子どもを嘘をついたことで罰した。	punish	parents / child / lying	The parents punished the child for lying.	thank型/persuade型/prevent型|V人for～|v:punish|文型:SVO+for|前置詞:for
punish_3	その国は汚職で有罪となった官僚を処罰した。	punish	country / officials / corruption	The country punished the officials for corruption.	thank型/persuade型/prevent型|V人for～|v:punish|文型:SVO+for|前置詞:for
save_1	彼のアドバイスのおかげで私は大きなミスをせずに済んだ。	save	advice / making / serious mistake	His advice saved me from making a serious mistake.	thank型/persuade型/prevent型|V人from-ing|v:save|文型:SVO+from_-ing|前置詞:from
save_2	シートベルトが彼女を重傷を負うことから救った。	save	seatbelt / being seriously injured	The seatbelt saved her from being seriously injured.	thank型/persuade型/prevent型|V人from-ing|v:save|文型:SVO+from_-ing|前置詞:from
save_3	ワクチンは多くの人々が重い病気にかかるのを防いだ。	save	vaccine / many people / serious illness	The vaccine saved many people from serious illness.	thank型/persuade型/prevent型|V人from-ing|v:save|文型:SVO+from_-ing|前置詞:from
stop_1	何があなたを試みることを妨げているのですか。	stop	trying	What is stopping you from trying?	thank型/persuade型/prevent型|V人from-ing|v:stop|文型:SVO+from_-ing|前置詞:from
stop_2	痛みが彼の眠りを妨げた。	stop	pain / sleeping	The pain stopped him from sleeping.	thank型/persuade型/prevent型|V人from-ing|v:stop|文型:SVO+from_-ing|前置詞:from
stop_3	その規制は企業が市場を独占するのを妨げる。	stop	regulation / companies / monopolizing / market	The regulation stops companies from monopolizing the market.	thank型/persuade型/prevent型|V人from-ing|v:stop|文型:SVO+from_-ing|前置詞:from
talk_into_1	彼は彼女を説得して、その仕事を引き受けさせた。	talk	accept / job	He talked her into accepting the job.	thank型/persuade型/prevent型|V人into-ing|v:talk|文型:SVO+into_-ing|前置詞:into
talk_into_2	友人が私を説得して、パーティーに参加させた。	talk	friend / join / party	My friend talked me into joining the party.	thank型/persuade型/prevent型|V人into-ing|v:talk|文型:SVO+into_-ing|前置詞:into
talk_into_3	彼女は夫を説得して、新しい車を買わせた。	talk	husband / buying / new car	She talked her husband into buying a new car.	thank型/persuade型/prevent型|V人into-ing|v:talk|文型:SVO+into_-ing|前置詞:into
talk_out_1	彼は彼女にその無謀な投資をやめさせた。	talk	reckless investment	He talked her out of the reckless investment.	thank型/persuade型/prevent型|V人out_of-ing|v:talk|文型:SVO+out_of_-ing|前置詞:out_of
talk_out_2	医者は患者に手術を断ることを思いとどまらせた。	talk	doctor / patient / refusing / operation	The doctor talked the patient out of refusing the operation.	thank型/persuade型/prevent型|V人out_of-ing|v:talk|文型:SVO+out_of_-ing|前置詞:out_of
talk_out_3	彼女はなんとか弟に家出を思いとどまらせた。	talk	younger brother / running away	She managed to talk her younger brother out of running away.	thank型/persuade型/prevent型|V人out_of-ing|v:talk|文型:SVO+out_of_-ing|前置詞:out_of
thank_1	彼女は助けてくれたことに対して私に感謝した。	thank	help	She thanked me for my help.	thank型/persuade型/prevent型|V人for～|v:thank|文型:SVO+for|前置詞:for
thank_2	私たちは温かいもてなしに対して彼らに感謝した。	thank	warm hospitality	We thanked them for their warm hospitality.	thank型/persuade型/prevent型|V人for～|v:thank|文型:SVO+for|前置詞:for
thank_3	彼は励ましてくれたことに対して先生に感謝した。	thank	teacher / encouragement	He thanked his teacher for her encouragement.	thank型/persuade型/prevent型|V人for～|v:thank|文型:SVO+for|前置詞:for
advocate_1	彼女は死刑制度を廃止すべきだと主張した。	advocate	death penalty / abolished	She advocated that the death penalty be abolished.	suggest型/think型|V_that_should|v:advocate|文型:V+that_should
advocate_2	その団体は教育予算を増やすべきだと主張した。	advocate	organization / education budget / increased	The organization advocated that the education budget be increased.	suggest型/think型|V_that_should|v:advocate|文型:V+that_should
advocate_3	専門家はより厳しい規制を設けるべきだと主張した。	advocate	expert / stricter regulations / introduced	The expert advocated that stricter regulations be introduced.	suggest型/think型|V_that_should|v:advocate|文型:V+that_should
afraid_1	彼女は暗闇を怖がっている。	be afraid	dark	She is afraid of the dark.	suggest型/think型|be_afraid_of|v:be_afraid|文型:be+形容詞+of|前置詞:of
afraid_2	彼は失敗することを恐れていた。	be afraid	failing	He was afraid of failing.	suggest型/think型|be_afraid_of|v:be_afraid|文型:be+形容詞+of|前置詞:of
afraid_3	多くの人が変化を恐れる。	be afraid	change	Many people are afraid of change.	suggest型/think型|be_afraid_of|v:be_afraid|文型:be+形容詞+of|前置詞:of
ashamed_1	彼は自分の行動を恥ずかしく思った。	be ashamed	behavior	He was ashamed of his behavior.	suggest型/think型|be_ashamed_of|v:be_ashamed|文型:be+形容詞+of|前置詞:of
ashamed_2	彼女は嘘をついたことを恥じていた。	be ashamed	lying	She was ashamed of lying.	suggest型/think型|be_ashamed_of|v:be_ashamed|文型:be+形容詞+of|前置詞:of
ashamed_3	あなたはそのような発言を恥ずかしく思うべきだ。	be ashamed	such a remark	You should be ashamed of such a remark.	suggest型/think型|be_ashamed_of|v:be_ashamed|文型:be+形容詞+of|前置詞:of
ask_u4_1	彼は私たちに静かにするよう頼んだ。	ask	quiet	He asked that we be quiet.	suggest型/think型|V_that_should|v:ask|文型:V+that_should
ask_u4_2	彼女は報告書を明日までに提出するよう頼んだ。	ask	report / submitted / tomorrow	She asked that the report be submitted by tomorrow.	suggest型/think型|V_that_should|v:ask|文型:V+that_should
ask_u4_3	生徒たちは試験を延期するよう頼んだ。	ask	students / exam / postponed	The students asked that the exam be postponed.	suggest型/think型|V_that_should|v:ask|文型:V+that_should
aware_1	彼女はその問題の深刻さに気づいていた。	be aware	seriousness / problem	She was aware of the seriousness of the problem.	suggest型/think型|be_aware_of|v:be_aware|文型:be+形容詞+of|前置詞:of
aware_2	あなたはその規則を知っていますか。	be aware	rule	Are you aware of the rule?	suggest型/think型|be_aware_of|v:be_aware|文型:be+形容詞+of|前置詞:of
aware_3	私たちは自分たちの行動がもたらすリスクを認識していた。	be aware	risks / actions	We were aware of the risks of our actions.	suggest型/think型|be_aware_of|v:be_aware|文型:be+形容詞+of|前置詞:of
careful_1	濡れた床に気をつけてください。	be careful	wet floor	Please be careful of the wet floor.	suggest型/think型|be_careful_of|v:be_careful|文型:be+形容詞+of|前置詞:of
careful_2	見知らぬ人には気をつけなさい。	be careful	strangers	Be careful of strangers.	suggest型/think型|be_careful_of|v:be_careful|文型:be+形容詞+of|前置詞:of
careful_3	個人情報には気をつけるべきだ。	be careful	personal information	You should be careful of your personal information.	suggest型/think型|be_careful_of|v:be_careful|文型:be+形容詞+of|前置詞:of
complain_1	彼は給料が低いと不満を言った。	complain	low salary	He complained of a low salary.	suggest型/think型|V_of/V_that|v:complain
complain_2	彼女はずっと頭痛を訴えていた。	complain	headache	She had been complaining of a headache.	suggest型/think型|V_of/V_that|v:complain
complain_3	彼は待ち時間が長すぎると不満を言った。	complain	waiting time / too long	He complained that the waiting time was too long.	suggest型/think型|V_of/V_that|v:complain
conscious_1	彼女は自分の外見をとても気にしている。	be conscious	appearance	She is very conscious of her appearance.	suggest型/think型|be_conscious_of|v:be_conscious|文型:be+形容詞+of|前置詞:of
conscious_2	優れたリーダーは自分の言葉の影響力を意識している。	be conscious	impact / words	A good leader is conscious of the impact of their words.	suggest型/think型|be_conscious_of|v:be_conscious|文型:be+形容詞+of|前置詞:of
conscious_3	彼は環境への影響を常に意識している。	be conscious	environmental impact	He is always conscious of the environmental impact.	suggest型/think型|be_conscious_of|v:be_conscious|文型:be+形容詞+of|前置詞:of
decide_1	委員会はその提案を採用することを決定した。	decide	committee / proposal / adopted	The committee decided that the proposal be adopted.	suggest型/think型|V_that_should|v:decide|文型:V+that_should
decide_2	彼らは新しいシステムを導入することを決めた。	decide	new system / introduced	They decided that a new system be introduced.	suggest型/think型|V_that_should|v:decide|文型:V+that_should
decide_3	取締役会は工場を閉鎖することを決定した。	decide	board / factory / closed	The board decided that the factory be closed.	suggest型/think型|V_that_should|v:decide|文型:V+that_should
demand_1	労働者たちは賃金の引き上げを要求した。	demand	workers / wages / raised	The workers demanded that their wages be raised.	suggest型/think型|V_that_should|v:demand|文型:V+that_should
demand_2	彼女は状況について説明するよう強く求めた。	demand	situation / explained	She demanded that the situation be explained.	suggest型/think型|V_that_should|v:demand|文型:V+that_should
demand_3	市民は汚職を調査するよう求めた。	demand	citizens / corruption / investigated	The citizens demanded that the corruption be investigated.	suggest型/think型|V_that_should|v:demand|文型:V+that_should
dream_1	彼女はいつか宇宙飛行士になることを夢見ている。	dream	becoming / astronaut	She dreams of becoming an astronaut.	suggest型/think型|V_of/V_that|v:dream
dream_2	彼は海外で生活することを夢見ていた。	dream	living abroad	He dreamed of living abroad.	suggest型/think型|V_of/V_that|v:dream
dream_3	私はそんなことをするとは夢にも思わなかった。	dream	doing such a thing	I never dreamed that I would do such a thing.	suggest型/think型|V_of/V_that|v:dream
ignorant_1	彼はその法律を知らなかった。	be ignorant	law	He was ignorant of the law.	suggest型/think型|be_ignorant_of|v:be_ignorant|文型:be+形容詞+of|前置詞:of
ignorant_2	彼女は自分の権利を知らなかった。	be ignorant	rights	She was ignorant of her rights.	suggest型/think型|be_ignorant_of|v:be_ignorant|文型:be+形容詞+of|前置詞:of
ignorant_3	多くの人がその問題の深刻さに気づいていなかった。	be ignorant	seriousness / problem	Many people were ignorant of the seriousness of the problem.	suggest型/think型|be_ignorant_of|v:be_ignorant|文型:be+形容詞+of|前置詞:of
insist_1	彼はもう一度チャンスを与えるよう主張した。	insist	given / another chance	He insisted that he be given another chance.	suggest型/think型|V_that_should|v:insist|文型:V+that_should
insist_2	彼女は全員が規則に従うべきだと主張した。	insist	everyone / follow / rules	She insisted that everyone follow the rules.	suggest型/think型|V_that_should|v:insist|文型:V+that_should
insist_3	上司は報告書をすぐに提出するよう強く求めた。	insist	boss / report / submitted / immediately	The boss insisted that the report be submitted immediately.	suggest型/think型|V_that_should|v:insist|文型:V+that_should
order_1	裁判官は被告を釈放するよう命じた。	order	judge / defendant / released	The judge ordered that the defendant be released.	suggest型/think型|V_that_should|v:order|文型:V+that_should
order_2	司令官は部隊を撤退させるよう命令した。	order	commander / troops / withdraw	The commander ordered that the troops withdraw.	suggest型/think型|V_that_should|v:order|文型:V+that_should
order_3	医者は彼に完全な安静を命じた。	order	doctor / complete rest	The doctor ordered that he have complete rest.	suggest型/think型|V_that_should|v:order|文型:V+that_should
propose_1	彼は会議を来週に延期することを提案した。	propose	meeting / postponed / next week	He proposed that the meeting be postponed until next week.	suggest型/think型|V_that_should|v:propose|文型:V+that_should
propose_2	彼女は新しい制度を導入することを提案した。	propose	new system / introduced	She proposed that a new system be introduced.	suggest型/think型|V_that_should|v:propose|文型:V+that_should
propose_3	市長は公園を拡張することを提案した。	propose	mayor / park / expanded	The mayor proposed that the park be expanded.	suggest型/think型|V_that_should|v:propose|文型:V+that_should
proud_1	彼女は息子の成績を誇りに思っている。	be proud	son's achievement	She is proud of her son's achievement.	suggest型/think型|be_proud_of|v:be_proud|文型:be+形容詞+of|前置詞:of
proud_2	私たちは自分たちの伝統を誇りに思っている。	be proud	tradition	We are proud of our tradition.	suggest型/think型|be_proud_of|v:be_proud|文型:be+形容詞+of|前置詞:of
proud_3	彼は自分の仕事に誇りを持っていた。	be proud	work	He was proud of his work.	suggest型/think型|be_proud_of|v:be_proud|文型:be+形容詞+of|前置詞:of
recommend_1	専門家は定期的な運動をするよう勧めた。	recommend	expert / exercise / regularly	The expert recommended that we exercise regularly.	suggest型/think型|V_that_should|v:recommend|文型:V+that_should
recommend_2	医者は彼にすぐに手術を受けるよう勧めた。	recommend	doctor / operation / immediately	The doctor recommended that he have an operation immediately.	suggest型/think型|V_that_should|v:recommend|文型:V+that_should
recommend_3	委員会はその方針を改定するよう勧告した。	recommend	committee / policy / revised	The committee recommended that the policy be revised.	suggest型/think型|V_that_should|v:recommend|文型:V+that_should
request_1	彼女は会議を延期するよう求めた。	request	meeting / postponed	She requested that the meeting be postponed.	suggest型/think型|V_that_should|v:request|文型:V+that_should
request_2	病院はすべての訪問者がマスクを着用するよう求めた。	request	hospital / visitors / wear / masks	The hospital requested that all visitors wear masks.	suggest型/think型|V_that_should|v:request|文型:V+that_should
request_3	住民は道路の修理を求めた。	request	residents / road / repaired	The residents requested that the road be repaired.	suggest型/think型|V_that_should|v:request|文型:V+that_should
require_1	その大学はすべての学生が論文を提出することを求めている。	require	university / students / submit / thesis	The university requires that all students submit a thesis.	suggest型/think型|V_that_should|v:require|文型:V+that_should
require_2	その規則は社員が制服を着ることを義務付けている。	require	rule / employees / wear / uniform	The rule requires that employees wear a uniform.	suggest型/think型|V_that_should|v:require|文型:V+that_should
require_3	法律はすべての車両が保険に加入することを求めている。	require	law / vehicles / insured	The law requires that all vehicles be insured.	suggest型/think型|V_that_should|v:require|文型:V+that_should
suggest_u4_1	彼は私たちに早めに出発することを提案した。	suggest	leave / early	He suggested that we leave early.	suggest型/think型|V_that_should|v:suggest|文型:V+that_should
suggest_u4_2	医者は彼女がもっと休息を取るべきだと提案した。	suggest	doctor / get / more rest	The doctor suggested that she should get more rest.	suggest型/think型|V_that_should|v:suggest|文型:V+that_should
suggest_u4_3	委員会はその計画を見直すよう提案した。	suggest	committee / reconsider / plan	The committee suggested that they reconsider the plan.	suggest型/think型|V_that_should|v:suggest|文型:V+that_should
sure_1	私は彼が正しいと確信している。	be sure	right	I am sure of his being right.	suggest型/think型|be_sure_of|v:be_sure|文型:be+形容詞+of|前置詞:of
sure_2	彼女は自分の答えが正しいと確信していた。	be sure	answer / correct	She was sure of her answer being correct.	suggest型/think型|be_sure_of|v:be_sure|文型:be+形容詞+of|前置詞:of
sure_3	私たちは成功を確信していた。	be sure	success	We were sure of our success.	suggest型/think型|be_sure_of|v:be_sure|文型:be+形容詞+of|前置詞:of
think_1	彼女はいつも他人のことを考えている。	think	others	She always thinks of others.	suggest型/think型|V_of/V_that|v:think
think_2	あなたはその計画についてどう思いますか。	think	plan	What do you think of the plan?	suggest型/think型|V_of/V_that|v:think
think_3	彼は自分が失敗するとは思っていなかった。	think	fail	He never thought that he would fail.	suggest型/think型|V_of/V_that|v:think
urge_u4_1	政府は市民にワクチンを接種するよう強く促した。	urge	government / citizens / vaccinated	The government urged that citizens be vaccinated.	suggest型/think型|V_that_should|v:urge|文型:V+that_should
urge_u4_2	専門家は直ちに対策を取るよう強く求めた。	urge	expert / measures / taken / immediately	The expert urged that measures be taken immediately.	suggest型/think型|V_that_should|v:urge|文型:V+that_should
urge_u4_3	彼女は会議を早急に開くよう強く求めた。	urge	meeting / held / soon	She urged that a meeting be held soon.	suggest型/think型|V_that_should|v:urge|文型:V+that_should
borrow_1	図書館から本を借りてもいいですか。	borrow	book / library	May I borrow a book from the library?	言う・貸す借りるの識別|borrow|v:borrow
borrow_2	彼女は友人からドレスを借りた。	borrow	dress / friend	She borrowed a dress from her friend.	言う・貸す借りるの識別|borrow|v:borrow
borrow_3	少しの間、あなたの辞書を借りてもいいですか。	borrow	dictionary / moment	May I borrow your dictionary for a moment?	言う・貸す借りるの識別|borrow|v:borrow
hire_1	私たちは旅行のために車を借りた。	hire	car / trip	We hired a car for the trip.	言う・貸す借りるの識別|hire|v:hire
hire_2	彼女は会議のために通訳を雇った。	hire	translator / meeting	She hired a translator for the meeting.	言う・貸す借りるの識別|hire|v:hire
hire_3	その会社はイベントのために追加のスタッフを雇った。	hire	company / extra staff / event	The company hired extra staff for the event.	言う・貸す借りるの識別|hire|v:hire
lend_1	彼女は私に傘を貸してくれた。	lend	umbrella	She lent me her umbrella.	言う・貸す借りるの識別|lend人物|v:lend|文型:SVOO
lend_2	銀行は彼に事業のための資金を貸した。	lend	bank / money / business	The bank lent him money for his business.	言う・貸す借りるの識別|lend人物|v:lend|文型:SVOO
lend_3	少しの間、ペンを貸してもらえますか。	lend	pen / moment	Could you lend me your pen for a moment?	言う・貸す借りるの識別|lend人物|v:lend|文型:SVOO
owe_1	私はあなたに5000円借りています。	owe	5,000 yen	I owe you 5,000 yen.	言う・貸す借りるの識別|owe人物|v:owe|文型:SVOO
owe_2	彼女は成功を両親のおかげだと思っている。	owe	success / parents	She owes her success to her parents.	言う・貸す借りるの識別|owe人物|v:owe|文型:SVOO
owe_3	私は彼に命の恩人だと思っている。	owe	life	I owe him my life.	言う・貸す借りるの識別|owe人物|v:owe|文型:SVOO
rent_1	私たちは週末のためにコテージを借りた。	rent	cottage / weekend	We rented a cottage for the weekend.	言う・貸す借りるの識別|rent人物|v:rent|文型:SVOO
rent_2	彼は大家からアパートを借りている。	rent	apartment / landlord	He rents an apartment from his landlord.	言う・貸す借りるの識別|rent人物|v:rent|文型:SVOO
rent_3	彼女は学生にその部屋を貸している。	rent	room / student	She rents the room to a student.	言う・貸す借りるの識別|rent人物|v:rent|文型:SVOO
said_1	彼は非常に裕福だと言われている。	say	very wealthy	He is said to be very wealthy.	言う・貸す借りるの識別|be_said_to|v:say
said_2	その薬は副作用があると言われている。	say	medicine / side effects	The medicine is said to have side effects.	言う・貸す借りるの識別|be_said_to|v:say
said_3	その遺跡は1000年以上前に建てられたと言われている。	say	ruins / built / more than 1000 years ago	It is said that the ruins were built more than 1,000 years ago.	言う・貸す借りるの識別|be_said_to|v:say
speak_1	彼女は3か国語を話す。	speak	three languages	She speaks three languages.	言う・貸す借りるの識別|speak+言語|v:speak
speak_2	あなたは英語を話せますか。	speak	English	Can you speak English?	言う・貸す借りるの識別|speak+言語|v:speak
speak_3	彼はビジネスの場でも流暢にフランス語を話す。	speak	French / fluently / business	He speaks French fluently even in business situations.	言う・貸す借りるの識別|speak+言語|v:speak
tell_from_1	彼はその二つの音の違いがわかった。	tell	two sounds	He could tell the two sounds from each other.	言う・貸す借りるの識別|tellAfromB|v:tell
tell_from_2	この暗さでは本物と偽物の区別がつかない。	tell	real / fake / darkness	I can't tell the real one from the fake one in this darkness.	言う・貸す借りるの識別|tellAfromB|v:tell
tell_from_3	双子の兄弟を見分けるのは難しい。	tell	twin brothers	It is difficult to tell the twin brothers from each other.	言う・貸す借りるの識別|tellAfromB|v:tell
tell_that_1	彼の表情を見れば彼が怒っていることがわかる。	tell	expression / angry	You can tell from his expression that he is angry.	言う・貸す借りるの識別|tell_that|v:tell
tell_that_2	声を聞けば彼女が疲れていることがわかった。	tell	voice / tired	I could tell from her voice that she was tired.	言う・貸す借りるの識別|tell_that|v:tell
tell_that_3	その報告書を読めば状況が深刻だとわかる。	tell	report / situation / serious	You can tell from the report that the situation is serious.	言う・貸す借りるの識別|tell_that|v:tell
use_1	トイレをお借りしてもいいですか。	use	bathroom	May I use your bathroom?	言う・貸す借りるの識別|use|v:use
use_2	電話をお借りしてもいいですか。	use	phone	Could I use your phone?	言う・貸す借りるの識別|use|v:use
use_3	このコンピューターを使ってもいいですか。	use	computer	May I use this computer?	言う・貸す借りるの識別|use|v:use
allow_1	父は私に車を使うことを許可した。	allow	father / use / car	My father allowed me to use his car.	その他の語法|allow人to～|v:allow|文型:SVO+to_do|前置詞:to
allow_2	その規則は学生が携帯電話を使うことを禁じている。	allow	rule / students / use / phones	The rule does not allow students to use their phones.	その他の語法|allow人to～|v:allow|文型:SVO+to_do|前置詞:to
allow_3	その法律は18歳未満の飲酒を禁じている。	allow	law / under 18 / drink	The law does not allow people under 18 to drink.	その他の語法|allow人to～|v:allow|文型:SVO+to_do|前置詞:to
come_up_1	あなたはその問題の解決策を思いつきましたか。	come up with	solution / problem	Did you come up with a solution to the problem?	その他の語法|hit_on/come_up_with|v:come_up_with|文型:SVO
come_up_2	チームはユニークなアイデアを思いついた。	come up with	team / unique idea	The team came up with a unique idea.	その他の語法|hit_on/come_up_with|v:come_up_with|文型:SVO
come_up_3	彼女は新しいマーケティング戦略を考え出した。	come up with	new marketing strategy	She came up with a new marketing strategy.	その他の語法|hit_on/come_up_with|v:come_up_with|文型:SVO
doubt_1	彼が時間通りに来るとは思えない。	doubt	arrive / time	I doubt that he will arrive on time.	その他の語法|doubt_that|v:doubt|文型:V+that
doubt_2	彼女はその計画が成功するとは思っていなかった。	doubt	plan / succeed	She doubted that the plan would succeed.	その他の語法|doubt_that|v:doubt|文型:V+that
doubt_3	私は彼の言っていることが本当だとは思えない。	doubt	saying / true	I doubt that what he is saying is true.	その他の語法|doubt_that|v:doubt|文型:V+that
excuse_1	彼は遅刻したことを許してもらった。	excuse	being late	He was excused for being late.	その他の語法|forgive人for～|v:excuse|文型:SVO+for|前置詞:for
excuse_2	彼女は自分の無知を許されるものではない。	excuse	ignorance	She cannot be excused for her ignorance.	その他の語法|forgive人for～|v:excuse|文型:SVO+for|前置詞:for
excuse_3	遅刻したことをお許しください。	excuse	being late	Please excuse me for being late.	その他の語法|forgive人for～|v:excuse|文型:SVO+for|前置詞:for
forgive_1	彼女は彼の過ちを許した。	forgive	mistake	She forgave him for his mistake.	その他の語法|forgive人for～|v:forgive|文型:SVO+for|前置詞:for
forgive_2	彼は遅刻したことを許してもらえなかった。	forgive	being late	He was not forgiven for being late.	その他の語法|forgive人for～|v:forgive|文型:SVO+for|前置詞:for
forgive_3	彼女は彼の無礼な態度を許した。	forgive	rude behavior	She forgave him for his rude behavior.	その他の語法|forgive人for～|v:forgive|文型:SVO+for|前置詞:for
go_with_1	その赤いワインはステーキによく合う。	go with	red wine / steak	Red wine goes well with steak.	その他の語法|match/go_with|v:go_with|文型:SVO
happen_to_1	彼に何かひどいことが起きたに違いない。	happen	something terrible	Something terrible must have happened to him.	その他の語法|happen_to人|v:happen|文型:SV+to
happen_to_2	彼女に何が起きたのか誰も知らなかった。	happen	what	Nobody knew what had happened to her.	その他の語法|happen_to人|v:happen|文型:SV+to
happen_to_3	その事故が彼に起きたのは不運だった。	happen	accident / unlucky	It was unlucky that the accident happened to him.	その他の語法|happen_to人|v:happen|文型:SV+to
happen_v_1	たまたま彼女が駅で彼に会った。	happen	meet / station	She happened to meet him at the station.	その他の語法|happen_to_V|v:happen|文型:SV+to_do
happen_v_2	たまたま私はその日休みを取っていた。	happen	day off	I happened to have the day off that day.	その他の語法|happen_to_V|v:happen|文型:SV+to_do
happen_v_3	たまたま彼はその場に居合わせていた。	happen	present / scene	It happened that he was present at the scene.	その他の語法|happen_to_V|v:happen|文型:SV+to_do
hit_on_1	彼はシャワーを浴びているときにアイデアを思いついた。	hit on	idea / shower	He hit on an idea while taking a shower.	その他の語法|hit_on/come_up_with|v:hit_on|文型:SVO
hit_on_2	科学者はその問題の解決策を偶然思いついた。	hit on	scientist / solution / problem	The scientist hit on a solution to the problem.	その他の語法|hit_on/come_up_with|v:hit_on|文型:SVO
hit_on_3	彼女は散歩中に新しい計画を思いついた。	hit on	new plan / walk	She hit upon a new plan during her walk.	その他の語法|hit_on/come_up_with|v:hit_on|文型:SVO
match_1	そのネクタイはスーツに合っている。	match	tie / suit	The tie matches the suit.	その他の語法|match/go_with|v:match|文型:SVO
match_2	その靴はバッグに合っていない。	match	shoes / bag	The shoes don't match the bag.	その他の語法|match/go_with|v:match|文型:SVO
occur_1	突然、彼女に良いアイデアが浮かんだ。	occur	good idea / suddenly	A good idea suddenly occurred to her.	その他の語法|occur_to/strike|v:occur|文型:SVO
occur_2	それが嘘かもしれないという考えが私の心に浮かんだ。	occur	idea / lie	It occurred to me that it might be a lie.	その他の語法|occur_to/strike|v:occur|文型:SVO
occur_3	その解決策が彼に浮かんだのは真夜中だった。	occur	solution / midnight	The solution occurred to him at midnight.	その他の語法|occur_to/strike|v:occur|文型:SVO
permit_1	この公園では犬を連れ込むことが許可されている。	permit	park / dogs	This park permits dogs to enter.	その他の語法|allow人to～|v:permit|文型:SVO+to_do|前置詞:to
